user_id,edad,genero,nivel_ingresos,nivel_educativo,intereses,tipo_suscripcion,categoria_cliente,ubicacion,dispositivo,frecuencia_login
2324,60,Femenino,Bajo,Universidad,Nutrición,Free,Plata,Suburbio,Tablet,Diaria
2325,45,Masculino,Alto,Universidad,"Nutrición, Desarrollo Personal",Premium,Plata,Suburbio,Móvil,Diaria
2326,56,No Binario,Medio,Postgrado,Salud,VIP,Oro,Rural,Tablet,Mensual
2327,41,Femenino,Alto,Postgrado,Nutrición,Free,Bronce,Ciudad,Tablet,Diaria
2328,45,Femenino,Medio,Doctorado,"Mascotas, Familia, Salud",VIP,Oro,Ciudad,Tablet,Diaria
2329,40,Masculino,Alto,Universidad,"Familia, Desarrollo Personal",Free,Oro,Ciudad,Móvil,Semanal
2330,45,Prefiero no decir,Alto,Doctorado,"Salud, Deportes, Mascotas",VIP,Plata,Ciudad,Móvil,Semanal
2331,47,Femenino,Alto,Doctorado,"Mascotas, Desarrollo Personal",VIP,Oro,Rural,Móvil,Mensual
2332,41,Femenino,Alto,Universidad,Desarrollo Personal,Free,Oro,Rural,Tablet,Mensual
2333,60,Femenino,Alto,Postgrado,"Deportes, Bienestar Mental",VIP,Plata,Ciudad,Móvil,Diaria
2334,53,Femenino,Bajo,Postgrado,"Mascotas, Salud",VIP,Oro,Ciudad,Móvil,Mensual
2335,43,Masculino,Alto,Postgrado,"Deportes, Desarrollo Personal",Free,Plata,Suburbio,Tablet,Semanal
2336,41,Prefiero no decir,Bajo,Postgrado,Salud,Premium,Bronce,Rural,Móvil,Semanal
2337,51,Prefiero no decir,Medio,Postgrado,Nutrición,Premium,Plata,Rural,PC,Mensual
2338,18,Femenino,Medio,Postgrado,Mascotas,Free,Plata,Rural,Tablet,Semanal
2339,27,No Binario,Medio,Secundaria,"Salud, Deportes",VIP,Bronce,Ciudad,PC,Diaria
2340,30,Masculino,Medio,Universidad,Familia,Premium,Bronce,Suburbio,PC,Semanal
2341,46,No Binario,Medio,Secundaria,Deportes,VIP,Plata,Suburbio,PC,Semanal
2342,20,Femenino,Bajo,Postgrado,"Nutrición, Desarrollo Personal",Premium,Plata,Ciudad,PC,Mensual
2343,54,Femenino,Bajo,Doctorado,"Salud, Mascotas, Familia",VIP,Plata,Suburbio,Tablet,Mensual
2344,59,No Binario,Bajo,Doctorado,Deportes,Free,Plata,Rural,Móvil,Mensual
2345,51,No Binario,Bajo,Postgrado,"Bienestar Mental, Familia, Desarrollo Personal",Premium,Plata,Ciudad,PC,Diaria
2346,40,No Binario,Alto,Doctorado,Familia,VIP,Plata,Rural,Móvil,Semanal
2347,46,Prefiero no decir,Bajo,Universidad,"Mascotas, Desarrollo Personal",Premium,Oro,Suburbio,Tablet,Mensual
2348,49,Masculino,Medio,Secundaria,Nutrición,Premium,Oro,Rural,Móvil,Mensual
2349,20,Femenino,Alto,Universidad,Bienestar Mental,VIP,Plata,Suburbio,Tablet,Semanal
2350,25,Masculino,Medio,Postgrado,"Mascotas, Familia",VIP,Oro,Suburbio,Tablet,Mensual
2351,23,Masculino,Medio,Universidad,"Familia, Desarrollo Personal",VIP,Plata,Rural,Móvil,Diaria
2352,56,Masculino,Alto,Secundaria,Bienestar Mental,Premium,Oro,Rural,Móvil,Semanal
2353,33,Prefiero no decir,Alto,Doctorado,Bienestar Mental,Free,Bronce,Suburbio,Tablet,Mensual
2354,40,Femenino,Medio,Secundaria,"Familia, Desarrollo Personal",Free,Bronce,Suburbio,PC,Semanal
2355,55,Prefiero no decir,Bajo,Universidad,"Desarrollo Personal, Bienestar Mental",Premium,Oro,Ciudad,Tablet,Mensual
2356,57,Prefiero no decir,Bajo,Postgrado,"Familia, Mascotas, Deportes",VIP,Bronce,Rural,Tablet,Semanal
2357,41,Femenino,Alto,Universidad,"Mascotas, Desarrollo Personal",Premium,Bronce,Ciudad,Tablet,Mensual
2358,64,Masculino,Bajo,Postgrado,"Deportes, Desarrollo Personal, Salud",VIP,Bronce,Rural,Tablet,Mensual
2359,49,Masculino,Medio,Doctorado,"Bienestar Mental, Mascotas",Premium,Plata,Suburbio,PC,Semanal
2360,48,No Binario,Bajo,Doctorado,Mascotas,Free,Oro,Suburbio,Tablet,Mensual
2361,45,No Binario,Medio,Postgrado,"Salud, Nutrición",Premium,Oro,Ciudad,Móvil,Diaria
2362,28,Femenino,Alto,Doctorado,"Desarrollo Personal, Bienestar Mental, Nutrición",Premium,Plata,Ciudad,Móvil,Mensual
2363,57,Femenino,Alto,Postgrado,Salud,Free,Bronce,Rural,Tablet,Mensual
2364,57,No Binario,Alto,Doctorado,"Bienestar Mental, Nutrición, Familia",Premium,Plata,Ciudad,PC,Semanal
2365,55,Masculino,Alto,Secundaria,Familia,VIP,Oro,Rural,PC,Semanal
2366,24,No Binario,Medio,Postgrado,"Salud, Familia, Desarrollo Personal",Free,Oro,Rural,Tablet,Semanal
2367,38,No Binario,Bajo,Postgrado,"Salud, Bienestar Mental, Deportes",VIP,Plata,Ciudad,Móvil,Mensual
2368,58,No Binario,Bajo,Doctorado,Bienestar Mental,VIP,Plata,Rural,Tablet,Semanal
2369,19,No Binario,Alto,Doctorado,Salud,Free,Bronce,Rural,Móvil,Semanal
2370,24,Masculino,Bajo,Doctorado,"Bienestar Mental, Salud",Premium,Oro,Rural,Tablet,Mensual
2371,43,Prefiero no decir,Alto,Doctorado,Mascotas,Free,Bronce,Rural,PC,Mensual
2372,31,No Binario,Bajo,Doctorado,"Salud, Nutrición, Desarrollo Personal",Premium,Plata,Rural,PC,Diaria
2373,61,Prefiero no decir,Alto,Doctorado,Deportes,Premium,Bronce,Suburbio,Móvil,Mensual
2374,58,Prefiero no decir,Bajo,Doctorado,"Desarrollo Personal, Nutrición, Salud",VIP,Bronce,Suburbio,Tablet,Mensual
2375,62,No Binario,Alto,Universidad,"Mascotas, Salud, Bienestar Mental",VIP,Oro,Ciudad,Tablet,Semanal
2376,42,Masculino,Medio,Postgrado,Desarrollo Personal,Free,Plata,Ciudad,PC,Semanal
2377,45,Prefiero no decir,Medio,Postgrado,"Deportes, Bienestar Mental, Desarrollo Personal",Premium,Oro,Rural,Móvil,Mensual
2378,27,Prefiero no decir,Medio,Postgrado,"Deportes, Salud, Desarrollo Personal",Free,Oro,Ciudad,Tablet,Semanal
2379,61,Femenino,Bajo,Postgrado,"Bienestar Mental, Mascotas, Familia",Premium,Bronce,Rural,Tablet,Diaria
2380,33,Prefiero no decir,Bajo,Universidad,"Bienestar Mental, Familia",VIP,Bronce,Rural,Tablet,Mensual
2381,37,No Binario,Bajo,Secundaria,"Salud, Familia, Mascotas",Free,Plata,Suburbio,Móvil,Mensual
2382,47,Prefiero no decir,Bajo,Postgrado,"Familia, Bienestar Mental",Free,Bronce,Ciudad,PC,Diaria
2383,25,No Binario,Bajo,Universidad,"Desarrollo Personal, Nutrición, Familia",Premium,Plata,Rural,PC,Semanal
2384,54,No Binario,Alto,Secundaria,"Desarrollo Personal, Deportes",VIP,Bronce,Rural,Móvil,Mensual
2385,57,Masculino,Alto,Postgrado,"Bienestar Mental, Familia, Deportes",Premium,Oro,Suburbio,PC,Semanal
2386,21,No Binario,Alto,Secundaria,Mascotas,VIP,Plata,Ciudad,Móvil,Mensual
2387,34,No Binario,Medio,Universidad,Salud,Premium,Bronce,Rural,PC,Mensual
2388,30,Prefiero no decir,Alto,Postgrado,"Nutrición, Bienestar Mental, Mascotas",Free,Oro,Rural,Tablet,Diaria
2389,21,No Binario,Bajo,Universidad,Mascotas,Premium,Oro,Rural,Tablet,Semanal
2390,63,Masculino,Bajo,Secundaria,"Bienestar Mental, Desarrollo Personal, Mascotas",Free,Bronce,Ciudad,Móvil,Semanal
2391,21,Masculino,Medio,Universidad,"Mascotas, Salud, Deportes",VIP,Plata,Suburbio,PC,Diaria
2392,58,Prefiero no decir,Medio,Universidad,"Nutrición, Deportes, Desarrollo Personal",Free,Bronce,Suburbio,Móvil,Diaria
2393,30,Prefiero no decir,Bajo,Postgrado,Familia,Premium,Plata,Ciudad,PC,Diaria
2394,47,Prefiero no decir,Bajo,Postgrado,Desarrollo Personal,Premium,Bronce,Suburbio,PC,Diaria
2395,26,No Binario,Medio,Secundaria,"Deportes, Bienestar Mental, Desarrollo Personal",VIP,Oro,Ciudad,PC,Diaria
2396,38,No Binario,Bajo,Postgrado,"Desarrollo Personal, Familia",VIP,Bronce,Ciudad,PC,Mensual
2397,48,Prefiero no decir,Medio,Universidad,"Salud, Nutrición",Free,Oro,Ciudad,Tablet,Semanal
2398,33,Masculino,Bajo,Postgrado,Desarrollo Personal,Free,Bronce,Ciudad,Móvil,Mensual
2399,20,Prefiero no decir,Alto,Secundaria,Salud,Premium,Plata,Suburbio,Tablet,Semanal
2400,59,Femenino,Bajo,Doctorado,"Bienestar Mental, Nutrición, Desarrollo Personal",Premium,Oro,Ciudad,PC,Diaria
2401,47,Femenino,Medio,Postgrado,"Bienestar Mental, Nutrición, Familia",Premium,Oro,Rural,Tablet,Mensual
2402,22,Prefiero no decir,Medio,Universidad,"Desarrollo Personal, Bienestar Mental",VIP,Bronce,Ciudad,PC,Semanal
2403,39,No Binario,Medio,Postgrado,"Bienestar Mental, Nutrición, Deportes",Free,Oro,Suburbio,Tablet,Mensual
2404,60,Prefiero no decir,Medio,Doctorado,"Nutrición, Mascotas, Familia",Free,Bronce,Ciudad,Móvil,Diaria
2405,54,Prefiero no decir,Alto,Doctorado,"Familia, Desarrollo Personal",Free,Plata,Ciudad,Móvil,Diaria
2406,37,Femenino,Alto,Doctorado,"Salud, Familia",Free,Oro,Rural,Móvil,Semanal
2407,33,Masculino,Alto,Postgrado,"Nutrición, Familia",VIP,Plata,Ciudad,PC,Semanal
2408,57,Masculino,Medio,Universidad,"Bienestar Mental, Deportes",Premium,Oro,Suburbio,Móvil,Semanal
2409,60,Masculino,Medio,Doctorado,"Nutrición, Mascotas",Premium,Plata,Ciudad,Móvil,Semanal
2410,33,No Binario,Alto,Universidad,Bienestar Mental,Premium,Oro,Ciudad,PC,Diaria
2411,40,Prefiero no decir,Medio,Doctorado,Bienestar Mental,Premium,Plata,Rural,Tablet,Semanal
2412,59,Masculino,Medio,Doctorado,Deportes,Premium,Oro,Rural,Tablet,Mensual
2413,35,No Binario,Alto,Secundaria,"Nutrición, Familia",Premium,Bronce,Ciudad,PC,Semanal
2414,37,Femenino,Alto,Postgrado,"Bienestar Mental, Familia",Premium,Plata,Suburbio,Móvil,Diaria
2415,39,No Binario,Medio,Postgrado,"Nutrición, Bienestar Mental, Mascotas",Free,Bronce,Ciudad,Tablet,Mensual
2416,59,Masculino,Alto,Doctorado,"Bienestar Mental, Deportes, Desarrollo Personal",VIP,Plata,Suburbio,Móvil,Mensual
2417,28,Femenino,Medio,Postgrado,Salud,Premium,Bronce,Rural,Tablet,Semanal
2418,53,Masculino,Alto,Postgrado,"Desarrollo Personal, Bienestar Mental, Mascotas",Premium,Plata,Ciudad,PC,Semanal
2419,26,No Binario,Alto,Postgrado,Mascotas,Premium,Bronce,Ciudad,PC,Semanal
2420,41,Prefiero no decir,Medio,Secundaria,"Deportes, Nutrición",Premium,Bronce,Rural,PC,Semanal
2421,55,Prefiero no decir,Bajo,Universidad,"Deportes, Nutrición, Familia",Free,Plata,Rural,Móvil,Semanal
2422,61,Prefiero no decir,Alto,Universidad,"Desarrollo Personal, Deportes, Familia",Premium,Bronce,Rural,Tablet,Diaria
2423,57,Prefiero no decir,Medio,Doctorado,"Desarrollo Personal, Nutrición, Deportes",VIP,Oro,Suburbio,Móvil,Mensual
2424,33,No Binario,Medio,Postgrado,Nutrición,Premium,Plata,Ciudad,Tablet,Mensual
2425,26,Prefiero no decir,Medio,Universidad,Mascotas,VIP,Bronce,Ciudad,PC,Diaria
2426,21,No Binario,Medio,Doctorado,"Familia, Mascotas",Free,Bronce,Rural,PC,Mensual
2427,61,Prefiero no decir,Alto,Secundaria,Nutrición,VIP,Plata,Suburbio,Móvil,Diaria
2428,61,Prefiero no decir,Medio,Secundaria,"Familia, Salud",Premium,Oro,Suburbio,Móvil,Diaria
2429,52,Prefiero no decir,Bajo,Universidad,"Bienestar Mental, Desarrollo Personal",VIP,Bronce,Rural,PC,Diaria
2430,41,Femenino,Alto,Doctorado,Familia,Free,Bronce,Rural,Tablet,Mensual
2431,58,Prefiero no decir,Medio,Secundaria,Bienestar Mental,Free,Bronce,Ciudad,Tablet,Mensual
2432,34,Prefiero no decir,Medio,Postgrado,"Familia, Mascotas",Free,Plata,Rural,Móvil,Diaria
2433,53,Prefiero no decir,Alto,Universidad,"Salud, Nutrición, Deportes",Premium,Bronce,Ciudad,Móvil,Semanal
2434,52,Femenino,Bajo,Universidad,Bienestar Mental,Free,Bronce,Suburbio,Móvil,Diaria
2435,21,Masculino,Medio,Doctorado,"Familia, Nutrición",Premium,Plata,Suburbio,Móvil,Diaria
2436,51,No Binario,Medio,Secundaria,"Salud, Nutrición",VIP,Oro,Rural,Tablet,Diaria
2437,32,Femenino,Medio,Universidad,Salud,VIP,Oro,Rural,Tablet,Semanal
2438,35,Femenino,Medio,Postgrado,"Deportes, Familia",VIP,Plata,Rural,Móvil,Mensual
2439,29,Prefiero no decir,Medio,Postgrado,"Nutrición, Familia",Premium,Plata,Ciudad,Móvil,Mensual
2440,62,Femenino,Medio,Universidad,"Desarrollo Personal, Bienestar Mental",Free,Oro,Suburbio,PC,Semanal
2441,60,No Binario,Alto,Universidad,"Nutrición, Familia, Salud",VIP,Plata,Ciudad,PC,Mensual
2442,40,No Binario,Medio,Postgrado,"Salud, Bienestar Mental",VIP,Oro,Ciudad,Tablet,Semanal
2443,38,Femenino,Medio,Universidad,"Nutrición, Deportes",Premium,Bronce,Rural,PC,Semanal
2444,63,Femenino,Alto,Doctorado,"Familia, Nutrición",Free,Bronce,Rural,Móvil,Mensual
2445,44,No Binario,Bajo,Universidad,"Nutrición, Bienestar Mental",Free,Oro,Ciudad,PC,Semanal
2446,42,Prefiero no decir,Bajo,Doctorado,"Salud, Desarrollo Personal, Deportes",Free,Bronce,Rural,Móvil,Semanal
2447,29,Prefiero no decir,Alto,Secundaria,"Familia, Bienestar Mental",Premium,Oro,Rural,Tablet,Semanal
2448,33,Prefiero no decir,Bajo,Doctorado,Deportes,VIP,Plata,Rural,Tablet,Semanal
2449,58,Prefiero no decir,Bajo,Secundaria,Bienestar Mental,Premium,Bronce,Rural,Móvil,Mensual
2450,30,Prefiero no decir,Alto,Doctorado,"Desarrollo Personal, Bienestar Mental, Salud",Free,Plata,Ciudad,Tablet,Mensual
2451,25,Femenino,Medio,Doctorado,"Mascotas, Nutrición, Familia",VIP,Bronce,Suburbio,Tablet,Semanal
2452,55,No Binario,Bajo,Postgrado,"Nutrición, Familia",Premium,Plata,Ciudad,Tablet,Mensual
2453,64,Prefiero no decir,Alto,Universidad,"Nutrición, Bienestar Mental, Desarrollo Personal",VIP,Oro,Suburbio,PC,Diaria
2454,35,No Binario,Bajo,Postgrado,"Mascotas, Salud",Premium,Plata,Suburbio,PC,Mensual
2455,57,No Binario,Medio,Secundaria,Mascotas,Free,Oro,Suburbio,PC,Diaria
2456,54,No Binario,Bajo,Postgrado,Nutrición,VIP,Bronce,Ciudad,Tablet,Diaria
2457,37,Prefiero no decir,Bajo,Postgrado,Mascotas,VIP,Plata,Ciudad,Móvil,Mensual
2458,41,Femenino,Bajo,Secundaria,"Bienestar Mental, Nutrición, Salud",Premium,Oro,Rural,Móvil,Mensual
2459,62,Femenino,Alto,Doctorado,Bienestar Mental,VIP,Bronce,Rural,PC,Mensual
2460,39,Femenino,Medio,Secundaria,"Nutrición, Familia",VIP,Bronce,Rural,PC,Diaria
2461,55,Masculino,Alto,Universidad,Desarrollo Personal,Free,Bronce,Ciudad,Tablet,Diaria
2462,64,Prefiero no decir,Bajo,Postgrado,Salud,Free,Bronce,Rural,PC,Mensual
2463,18,Prefiero no decir,Bajo,Secundaria,"Desarrollo Personal, Mascotas",VIP,Plata,Suburbio,Tablet,Mensual
2464,34,Femenino,Bajo,Postgrado,"Bienestar Mental, Deportes, Salud",Free,Bronce,Rural,Tablet,Diaria
2465,28,Femenino,Medio,Universidad,Mascotas,VIP,Bronce,Rural,PC,Diaria
2466,57,Prefiero no decir,Medio,Postgrado,Salud,VIP,Oro,Suburbio,PC,Semanal
2467,24,Masculino,Medio,Postgrado,"Salud, Desarrollo Personal",VIP,Bronce,Ciudad,Tablet,Diaria
2468,53,No Binario,Alto,Secundaria,"Mascotas, Bienestar Mental, Desarrollo Personal",VIP,Oro,Ciudad,Móvil,Mensual
2469,53,Femenino,Alto,Universidad,Familia,Premium,Bronce,Ciudad,PC,Semanal
2470,61,No Binario,Alto,Postgrado,Familia,VIP,Plata,Ciudad,PC,Mensual
2471,59,Prefiero no decir,Bajo,Secundaria,Mascotas,Premium,Oro,Rural,PC,Semanal
2472,56,Femenino,Medio,Universidad,Bienestar Mental,Free,Plata,Ciudad,Móvil,Semanal
2473,47,Masculino,Alto,Universidad,"Familia, Salud, Nutrición",Premium,Plata,Rural,PC,Diaria
2474,44,Femenino,Alto,Doctorado,"Familia, Nutrición, Bienestar Mental",Free,Bronce,Ciudad,Móvil,Diaria
2475,35,Masculino,Bajo,Secundaria,"Salud, Bienestar Mental, Desarrollo Personal",Premium,Bronce,Suburbio,Móvil,Mensual
2476,31,No Binario,Bajo,Secundaria,Salud,Free,Bronce,Ciudad,PC,Mensual
2477,29,No Binario,Medio,Postgrado,"Deportes, Mascotas, Desarrollo Personal",VIP,Plata,Rural,Tablet,Mensual
2478,23,Femenino,Alto,Doctorado,Salud,Premium,Oro,Ciudad,PC,Semanal
2479,49,Femenino,Bajo,Doctorado,"Bienestar Mental, Mascotas",Premium,Bronce,Ciudad,Tablet,Mensual
2480,31,Masculino,Medio,Secundaria,Deportes,Free,Bronce,Suburbio,PC,Mensual
2481,43,No Binario,Alto,Universidad,"Bienestar Mental, Nutrición, Salud",Free,Oro,Rural,Móvil,Mensual
2482,41,Masculino,Bajo,Doctorado,"Bienestar Mental, Familia",Free,Oro,Rural,PC,Semanal
2483,36,Prefiero no decir,Bajo,Universidad,"Mascotas, Nutrición",Premium,Bronce,Rural,Móvil,Diaria
2484,55,Masculino,Medio,Universidad,Familia,VIP,Bronce,Rural,Tablet,Mensual
2485,63,Femenino,Bajo,Universidad,Salud,Premium,Plata,Suburbio,PC,Mensual
2486,54,No Binario,Alto,Secundaria,"Bienestar Mental, Deportes",Premium,Bronce,Ciudad,Tablet,Diaria
2487,19,Prefiero no decir,Medio,Secundaria,Salud,Free,Bronce,Ciudad,Móvil,Semanal
2488,39,Masculino,Medio,Secundaria,"Mascotas, Bienestar Mental, Nutrición",Free,Bronce,Ciudad,Tablet,Diaria
2489,26,Prefiero no decir,Alto,Secundaria,"Mascotas, Familia, Deportes",Premium,Oro,Suburbio,Móvil,Semanal
2490,54,Femenino,Bajo,Doctorado,"Desarrollo Personal, Nutrición",Free,Plata,Suburbio,PC,Semanal
2491,55,Prefiero no decir,Bajo,Postgrado,"Mascotas, Nutrición, Bienestar Mental",VIP,Plata,Suburbio,PC,Mensual
2492,40,Prefiero no decir,Bajo,Postgrado,Bienestar Mental,Premium,Plata,Ciudad,Móvil,Mensual
2493,34,Femenino,Medio,Doctorado,"Bienestar Mental, Nutrición",Premium,Oro,Ciudad,PC,Diaria
2494,42,Masculino,Alto,Secundaria,"Salud, Desarrollo Personal, Deportes",VIP,Plata,Suburbio,Móvil,Mensual
2495,20,Masculino,Alto,Doctorado,"Mascotas, Bienestar Mental",VIP,Plata,Ciudad,PC,Mensual
2496,39,No Binario,Medio,Secundaria,Familia,Free,Plata,Ciudad,Tablet,Semanal
2497,29,Masculino,Alto,Doctorado,"Desarrollo Personal, Deportes",VIP,Oro,Rural,PC,Diaria
2498,32,No Binario,Alto,Secundaria,"Familia, Mascotas, Desarrollo Personal",VIP,Plata,Ciudad,PC,Diaria
2499,55,No Binario,Medio,Secundaria,Familia,VIP,Oro,Suburbio,PC,Mensual
2500,39,Masculino,Bajo,Postgrado,Bienestar Mental,Premium,Bronce,Suburbio,PC,Mensual
2501,23,Prefiero no decir,Medio,Doctorado,Bienestar Mental,VIP,Oro,Ciudad,Tablet,Mensual
2502,21,Masculino,Alto,Postgrado,"Salud, Nutrición, Mascotas",Free,Oro,Suburbio,PC,Semanal
2503,35,No Binario,Medio,Secundaria,"Bienestar Mental, Nutrición, Salud",Premium,Oro,Ciudad,Móvil,Diaria
2504,39,Masculino,Alto,Postgrado,"Salud, Nutrición",VIP,Oro,Suburbio,Tablet,Diaria
2505,27,Masculino,Bajo,Secundaria,Desarrollo Personal,Free,Oro,Rural,PC,Mensual
2506,28,Femenino,Alto,Universidad,"Salud, Deportes",Free,Oro,Rural,Móvil,Diaria
2507,39,No Binario,Alto,Postgrado,"Familia, Bienestar Mental, Salud",Premium,Oro,Suburbio,Móvil,Mensual
2508,54,Masculino,Alto,Doctorado,"Nutrición, Mascotas, Bienestar Mental",Free,Plata,Suburbio,PC,Semanal
2509,40,Prefiero no decir,Bajo,Doctorado,"Desarrollo Personal, Familia, Nutrición",Premium,Oro,Ciudad,Tablet,Semanal
2510,60,Masculino,Alto,Secundaria,Salud,VIP,Bronce,Ciudad,Tablet,Semanal
2511,57,No Binario,Bajo,Secundaria,"Nutrición, Bienestar Mental, Familia",Premium,Bronce,Rural,Móvil,Semanal
2512,39,Prefiero no decir,Bajo,Secundaria,"Mascotas, Deportes",Premium,Oro,Suburbio,Tablet,Semanal
2513,63,No Binario,Medio,Universidad,"Mascotas, Nutrición",Free,Plata,Suburbio,Tablet,Semanal
2514,24,No Binario,Medio,Doctorado,"Salud, Desarrollo Personal, Mascotas",Premium,Bronce,Ciudad,Tablet,Semanal
2515,49,Prefiero no decir,Medio,Universidad,"Mascotas, Nutrición",Free,Plata,Rural,PC,Diaria
2516,52,Femenino,Medio,Secundaria,Familia,Free,Oro,Ciudad,PC,Semanal
2517,41,Masculino,Medio,Doctorado,"Mascotas, Familia",Free,Bronce,Ciudad,PC,Diaria
2518,63,Masculino,Alto,Universidad,"Mascotas, Desarrollo Personal, Nutrición",Free,Bronce,Ciudad,PC,Mensual
2519,60,Femenino,Medio,Doctorado,"Salud, Bienestar Mental, Mascotas",Premium,Bronce,Suburbio,PC,Semanal
2520,30,Femenino,Alto,Universidad,"Bienestar Mental, Mascotas",VIP,Oro,Rural,PC,Diaria
2521,27,Prefiero no decir,Bajo,Universidad,"Nutrición, Bienestar Mental",Free,Oro,Suburbio,Tablet,Mensual
2522,54,Masculino,Medio,Secundaria,"Mascotas, Bienestar Mental",Free,Oro,Ciudad,Móvil,Semanal
2523,47,Masculino,Alto,Secundaria,"Salud, Desarrollo Personal, Mascotas",VIP,Plata,Rural,Tablet,Mensual
2524,56,No Binario,Bajo,Secundaria,Desarrollo Personal,Premium,Plata,Rural,PC,Mensual
2525,47,Femenino,Alto,Universidad,Desarrollo Personal,Premium,Plata,Ciudad,PC,Diaria
2526,48,No Binario,Medio,Secundaria,"Familia, Mascotas, Desarrollo Personal",VIP,Bronce,Ciudad,PC,Semanal
2527,61,Masculino,Bajo,Doctorado,Deportes,Free,Bronce,Rural,PC,Mensual
2528,38,Prefiero no decir,Medio,Universidad,"Desarrollo Personal, Familia",VIP,Oro,Ciudad,PC,Diaria
2529,64,Prefiero no decir,Bajo,Doctorado,Mascotas,VIP,Bronce,Suburbio,PC,Diaria
2530,32,Masculino,Bajo,Postgrado,"Deportes, Desarrollo Personal, Salud",Free,Plata,Ciudad,PC,Diaria
2531,20,Masculino,Medio,Secundaria,"Deportes, Familia, Salud",Premium,Plata,Rural,PC,Mensual
2532,21,No Binario,Bajo,Postgrado,Mascotas,VIP,Oro,Rural,PC,Diaria
2533,39,No Binario,Alto,Doctorado,Desarrollo Personal,VIP,Oro,Ciudad,PC,Mensual
2534,29,Prefiero no decir,Bajo,Doctorado,"Bienestar Mental, Mascotas, Desarrollo Personal",Premium,Oro,Rural,Móvil,Semanal
2535,45,Prefiero no decir,Medio,Postgrado,"Bienestar Mental, Familia, Mascotas",Premium,Plata,Rural,PC,Diaria
2536,62,Masculino,Bajo,Doctorado,"Desarrollo Personal, Nutrición",Free,Oro,Rural,Móvil,Diaria
2537,62,Masculino,Alto,Doctorado,"Familia, Bienestar Mental, Desarrollo Personal",Free,Bronce,Suburbio,Móvil,Mensual
2538,20,Prefiero no decir,Bajo,Doctorado,"Familia, Nutrición",Free,Oro,Suburbio,PC,Mensual
2539,23,Prefiero no decir,Bajo,Universidad,"Bienestar Mental, Mascotas, Salud",VIP,Oro,Rural,Tablet,Diaria
2540,20,Prefiero no decir,Alto,Universidad,"Deportes, Mascotas",VIP,Oro,Ciudad,PC,Semanal
2541,50,Masculino,Medio,Postgrado,"Familia, Desarrollo Personal, Deportes",VIP,Oro,Suburbio,Tablet,Diaria
2542,29,Masculino,Bajo,Secundaria,Nutrición,Free,Plata,Rural,Móvil,Mensual
2543,45,No Binario,Alto,Universidad,"Mascotas, Desarrollo Personal",Premium,Bronce,Rural,Móvil,Diaria
2544,25,No Binario,Medio,Doctorado,Familia,Free,Bronce,Suburbio,PC,Mensual
2545,50,Femenino,Alto,Universidad,Nutrición,Free,Oro,Rural,Móvil,Mensual
2546,44,Femenino,Bajo,Secundaria,"Familia, Nutrición",Premium,Oro,Ciudad,PC,Diaria
2547,24,Masculino,Alto,Postgrado,"Mascotas, Salud",Free,Oro,Suburbio,Móvil,Mensual
2548,47,Prefiero no decir,Alto,Secundaria,"Nutrición, Deportes",Premium,Plata,Suburbio,PC,Mensual
2549,54,No Binario,Medio,Postgrado,Deportes,Free,Bronce,Suburbio,Móvil,Mensual
2550,18,Prefiero no decir,Bajo,Postgrado,"Desarrollo Personal, Deportes, Bienestar Mental",VIP,Oro,Ciudad,Tablet,Semanal
2551,47,No Binario,Medio,Secundaria,"Bienestar Mental, Mascotas",Premium,Plata,Suburbio,Tablet,Semanal
2552,20,Masculino,Bajo,Secundaria,Mascotas,Premium,Plata,Suburbio,Móvil,Semanal
2553,34,Prefiero no decir,Bajo,Secundaria,"Desarrollo Personal, Salud, Bienestar Mental",VIP,Oro,Rural,PC,Diaria
2554,34,Femenino,Alto,Postgrado,"Salud, Bienestar Mental, Desarrollo Personal",Premium,Oro,Suburbio,Móvil,Mensual
2555,61,Masculino,Alto,Doctorado,"Salud, Familia, Mascotas",VIP,Oro,Ciudad,Tablet,Diaria
2556,30,Masculino,Medio,Postgrado,"Salud, Nutrición, Bienestar Mental",VIP,Oro,Rural,Tablet,Mensual
2557,40,No Binario,Medio,Universidad,"Desarrollo Personal, Mascotas, Familia",Free,Plata,Ciudad,PC,Semanal
2558,24,Prefiero no decir,Alto,Secundaria,"Mascotas, Desarrollo Personal, Bienestar Mental",Free,Oro,Ciudad,PC,Diaria
2559,42,Masculino,Alto,Doctorado,"Desarrollo Personal, Deportes",VIP,Bronce,Ciudad,PC,Semanal
2560,40,Femenino,Medio,Universidad,Nutrición,VIP,Bronce,Rural,PC,Diaria
2561,43,No Binario,Alto,Universidad,Nutrición,Free,Oro,Ciudad,Tablet,Diaria
2562,24,Femenino,Alto,Universidad,"Bienestar Mental, Nutrición, Familia",Premium,Bronce,Rural,Móvil,Mensual
2563,36,Femenino,Alto,Universidad,Bienestar Mental,Free,Plata,Ciudad,PC,Diaria
2564,39,Femenino,Medio,Secundaria,"Salud, Mascotas, Nutrición",VIP,Oro,Rural,Móvil,Mensual
2565,28,Femenino,Alto,Secundaria,Deportes,Free,Bronce,Suburbio,Tablet,Semanal
2566,27,Prefiero no decir,Medio,Universidad,"Familia, Deportes",VIP,Bronce,Rural,Tablet,Semanal
