user_id,genero,intereses,edad_category
2651,No Binario,Salud,42-53
2652,No Binario,"Mascotas, Deportes",42-53
2653,Prefiero no decir,Bienestar Mental,18-29
2654,Prefiero no decir,"Familia, Mascotas",54-65
2655,Prefiero no decir,"Bienestar Mental, Salud",42-53
2656,Masculino,"Deportes, Familia",30-41
2657,No Binario,"Deportes, Familia",42-53
2658,No Binario,Desarrollo Personal,18-29
2659,Femenino,Deportes,18-29
2660,No Binario,"Bienestar Mental, Familia, Nutrición",30-41
2661,No Binario,Mascotas,54-65
2662,Masculino,Nutrición,54-65
2663,Femenino,Deportes,30-41
2664,Prefiero no decir,"Deportes, Salud, Mascotas",18-29
2665,Femenino,"Desarrollo Personal, Bienestar Mental",54-65
2666,Prefiero no decir,Nutrición,42-53
2667,Femenino,Nutrición,42-53
2668,No Binario,"Familia, Bienestar Mental",54-65
2669,Femenino,"Deportes, Desarrollo Personal",30-41
2670,No Binario,"Bienestar Mental, Desarrollo Personal",30-41
2671,No Binario,"Bienestar Mental, Nutrición, Deportes",42-53
2672,Masculino,"Mascotas, Salud, Nutrición",18-29
2673,Prefiero no decir,"Bienestar Mental, Desarrollo Personal, Salud",54-65
2674,No Binario,Familia,30-41
2675,No Binario,Deportes,54-65
2676,Femenino,"Familia, Desarrollo Personal, Bienestar Mental",54-65
2677,Masculino,"Familia, Desarrollo Personal",42-53
2678,Femenino,Deportes,30-41
2679,Masculino,"Deportes, Mascotas, Nutrición",18-29
2680,Masculino,Bienestar Mental,18-29
2681,No Binario,"Salud, Bienestar Mental, Desarrollo Personal",42-53
2682,Masculino,"Salud, Desarrollo Personal",42-53
2683,No Binario,"Salud, Mascotas",18-29
2684,Masculino,"Familia, Salud",42-53
2685,Femenino,"Desarrollo Personal, Salud",54-65
2686,Femenino,"Mascotas, Salud",30-41
2687,Masculino,"Mascotas, Familia, Nutrición",18-29
2688,Masculino,"Deportes, Desarrollo Personal, Familia",54-65
2689,Femenino,"Desarrollo Personal, Bienestar Mental",30-41
2690,Prefiero no decir,Familia,54-65
2691,Femenino,"Deportes, Mascotas, Nutrición",30-41
2692,No Binario,"Salud, Mascotas",18-29
2693,Femenino,"Salud, Deportes",54-65
2694,Prefiero no decir,Bienestar Mental,42-53
2695,No Binario,"Nutrición, Salud",42-53
2696,No Binario,"Mascotas, Desarrollo Personal, Familia",18-29
2697,Masculino,"Bienestar Mental, Mascotas",42-53
2698,Masculino,"Mascotas, Nutrición, Desarrollo Personal",54-65
2699,Masculino,Deportes,42-53
2700,Masculino,Mascotas,42-53
2701,No Binario,Desarrollo Personal,42-53
2702,Femenino,"Familia, Salud",42-53
2703,Masculino,"Bienestar Mental, Nutrición",54-65
2704,Prefiero no decir,Salud,30-41
2705,No Binario,"Salud, Nutrición, Mascotas",18-29
2706,Prefiero no decir,Familia,18-29
2707,No Binario,"Desarrollo Personal, Nutrición",54-65
2708,No Binario,"Bienestar Mental, Deportes",18-29
2709,Femenino,"Nutrición, Salud",30-41
2710,Femenino,"Salud, Deportes, Familia",42-53
2711,No Binario,"Bienestar Mental, Familia, Deportes",18-29
2712,Femenino,"Nutrición, Deportes, Bienestar Mental",30-41
2713,Prefiero no decir,"Familia, Desarrollo Personal",18-29
2714,Femenino,Bienestar Mental,42-53
2715,Prefiero no decir,"Familia, Deportes",30-41
2716,Masculino,"Desarrollo Personal, Salud, Bienestar Mental",42-53
2717,Femenino,"Salud, Mascotas, Familia",54-65
2718,Prefiero no decir,Bienestar Mental,18-29
2719,Masculino,Nutrición,30-41
2720,Femenino,"Deportes, Salud, Mascotas",30-41
2721,No Binario,Desarrollo Personal,30-41
2722,Prefiero no decir,"Bienestar Mental, Desarrollo Personal",30-41
2723,Prefiero no decir,"Salud, Nutrición",54-65
2724,Femenino,Familia,30-41
2725,Femenino,"Mascotas, Nutrición, Bienestar Mental",18-29
2726,Prefiero no decir,"Salud, Nutrición",42-53
2727,Femenino,"Mascotas, Nutrición, Familia",18-29
2728,Femenino,Nutrición,54-65
2729,Masculino,"Desarrollo Personal, Familia",30-41
2730,Masculino,"Deportes, Mascotas",30-41
2731,Masculino,"Nutrición, Salud",18-29
2732,Masculino,"Salud, Nutrición, Mascotas",54-65
2733,No Binario,"Nutrición, Deportes, Mascotas",54-65
2734,No Binario,"Bienestar Mental, Deportes, Mascotas",18-29
2735,Femenino,Desarrollo Personal,18-29
2736,No Binario,"Deportes, Bienestar Mental, Mascotas",18-29
2737,No Binario,Desarrollo Personal,30-41
2738,Femenino,Deportes,30-41
2739,Masculino,"Desarrollo Personal, Familia, Mascotas",54-65
2740,Femenino,"Deportes, Mascotas, Bienestar Mental",18-29
2741,Prefiero no decir,"Desarrollo Personal, Mascotas",30-41
2742,No Binario,"Desarrollo Personal, Nutrición",30-41
2743,Masculino,Salud,18-29
2744,Masculino,"Desarrollo Personal, Bienestar Mental",54-65
2745,Femenino,"Familia, Desarrollo Personal, Bienestar Mental",54-65
2746,No Binario,"Desarrollo Personal, Bienestar Mental",54-65
2747,Femenino,"Nutrición, Bienestar Mental, Salud",18-29
2748,No Binario,Familia,30-41
2749,No Binario,"Nutrición, Mascotas, Familia",42-53
2750,Masculino,"Desarrollo Personal, Salud, Nutrición",42-53
2751,No Binario,"Nutrición, Desarrollo Personal, Salud",54-65
2752,No Binario,"Desarrollo Personal, Mascotas, Familia",30-41
2753,No Binario,"Salud, Familia",18-29
2754,No Binario,"Bienestar Mental, Desarrollo Personal",54-65
2755,Femenino,Bienestar Mental,18-29
2756,Masculino,"Nutrición, Familia",54-65
2757,Masculino,Salud,42-53
2758,Masculino,"Salud, Mascotas, Familia",30-41
2759,Femenino,"Salud, Bienestar Mental, Deportes",42-53
2760,Masculino,Desarrollo Personal,54-65
2761,Masculino,Desarrollo Personal,42-53
2762,Femenino,"Familia, Deportes",42-53
2763,Masculino,Salud,18-29
2764,Masculino,"Familia, Mascotas",30-41
2765,Prefiero no decir,"Familia, Nutrición, Deportes",30-41
2766,No Binario,"Desarrollo Personal, Salud, Familia",54-65
2767,No Binario,"Deportes, Nutrición",54-65
2768,Masculino,Bienestar Mental,54-65
2769,Masculino,Mascotas,30-41
2770,Masculino,Desarrollo Personal,54-65
2771,Femenino,Nutrición,30-41
2772,Prefiero no decir,"Bienestar Mental, Mascotas",18-29
2773,Femenino,Mascotas,30-41
2774,Femenino,"Deportes, Salud, Nutrición",42-53
2775,Masculino,"Bienestar Mental, Familia",18-29
2776,Masculino,Familia,30-41
2777,Masculino,Bienestar Mental,54-65
2778,Femenino,"Familia, Nutrición, Mascotas",54-65
2779,Prefiero no decir,Salud,42-53
2780,No Binario,Familia,30-41
2781,Prefiero no decir,Bienestar Mental,54-65
2782,No Binario,Mascotas,42-53
2783,Masculino,"Nutrición, Bienestar Mental, Salud",54-65
2784,Masculino,"Familia, Deportes",42-53
2785,Prefiero no decir,"Familia, Mascotas, Deportes",54-65
2786,Masculino,Mascotas,42-53
2787,Masculino,"Desarrollo Personal, Bienestar Mental",42-53
2788,Prefiero no decir,"Deportes, Nutrición, Salud",42-53
2789,Prefiero no decir,Desarrollo Personal,18-29
2790,No Binario,"Mascotas, Nutrición",18-29
2791,Masculino,"Mascotas, Nutrición",18-29
2792,Masculino,"Deportes, Mascotas",54-65
2793,Femenino,"Desarrollo Personal, Familia, Nutrición",18-29
2794,Masculino,Nutrición,54-65
2795,Prefiero no decir,"Deportes, Nutrición, Salud",54-65
2796,No Binario,Deportes,42-53
2797,Masculino,"Nutrición, Mascotas, Salud",18-29
2798,Masculino,Bienestar Mental,30-41
2799,Prefiero no decir,"Salud, Desarrollo Personal, Nutrición",54-65
2800,Prefiero no decir,Salud,30-41
2801,Prefiero no decir,Mascotas,54-65
2802,No Binario,Deportes,18-29
2803,Femenino,Desarrollo Personal,42-53
2804,Masculino,"Mascotas, Nutrición",18-29
2805,Masculino,Nutrición,54-65
2806,Masculino,"Salud, Deportes",54-65
2807,Masculino,"Desarrollo Personal, Nutrición",18-29
2808,No Binario,"Bienestar Mental, Mascotas, Familia",42-53
2809,Femenino,"Deportes, Salud",42-53
2810,Femenino,"Deportes, Bienestar Mental, Familia",18-29
2811,Femenino,"Salud, Nutrición, Bienestar Mental",54-65
2812,No Binario,"Nutrición, Salud, Mascotas",42-53
2813,Masculino,"Familia, Nutrición",18-29
2814,Masculino,Desarrollo Personal,18-29
2815,Masculino,Bienestar Mental,30-41
2816,Masculino,Familia,18-29
2817,Femenino,"Desarrollo Personal, Familia, Bienestar Mental",18-29
2818,Prefiero no decir,"Salud, Mascotas",42-53
2819,No Binario,"Salud, Deportes",54-65
2820,Masculino,Mascotas,42-53
2821,Prefiero no decir,"Deportes, Nutrición",54-65
2822,Masculino,"Deportes, Mascotas, Familia",42-53
2823,Prefiero no decir,"Bienestar Mental, Nutrición",42-53
2824,Prefiero no decir,Salud,18-29
2825,Femenino,Mascotas,42-53
2826,No Binario,Bienestar Mental,18-29
2827,No Binario,Desarrollo Personal,42-53
2828,No Binario,Salud,54-65
2829,Femenino,"Salud, Desarrollo Personal, Familia",42-53
2830,Masculino,Salud,30-41
2831,Femenino,"Salud, Familia",54-65
2832,Femenino,Nutrición,30-41
2833,Masculino,"Familia, Desarrollo Personal",30-41
2834,No Binario,Familia,54-65
2835,Prefiero no decir,"Bienestar Mental, Nutrición, Mascotas",18-29
2836,Femenino,Salud,42-53
2837,Femenino,"Salud, Deportes, Desarrollo Personal",18-29
2838,Masculino,"Nutrición, Deportes, Desarrollo Personal",30-41
2839,Femenino,"Salud, Bienestar Mental, Desarrollo Personal",18-29
2840,Femenino,Desarrollo Personal,42-53
2841,Prefiero no decir,"Salud, Nutrición",30-41
2842,Masculino,"Deportes, Nutrición",30-41
2843,Femenino,"Desarrollo Personal, Deportes",42-53
2844,Masculino,Mascotas,30-41
2845,No Binario,"Deportes, Nutrición, Bienestar Mental",54-65
2846,No Binario,Bienestar Mental,18-29
2847,Femenino,"Mascotas, Familia, Deportes",42-53
2848,Masculino,"Mascotas, Nutrición, Salud",18-29
2849,No Binario,Salud,18-29
2850,Masculino,"Deportes, Mascotas, Desarrollo Personal",18-29
2851,Masculino,Mascotas,54-65
2852,Prefiero no decir,"Desarrollo Personal, Bienestar Mental, Nutrición",18-29
2853,Femenino,"Nutrición, Bienestar Mental, Desarrollo Personal",30-41
2854,Masculino,Mascotas,54-65
2855,Masculino,Familia,42-53
2856,Prefiero no decir,"Desarrollo Personal, Salud, Bienestar Mental",42-53
2857,Masculino,"Nutrición, Deportes",54-65
2858,No Binario,"Desarrollo Personal, Deportes",18-29
2859,No Binario,"Desarrollo Personal, Bienestar Mental",18-29
2860,Prefiero no decir,"Deportes, Mascotas",42-53
2861,Femenino,"Nutrición, Desarrollo Personal, Mascotas",54-65
2862,Prefiero no decir,Salud,54-65
2863,Masculino,"Desarrollo Personal, Nutrición",18-29
2864,No Binario,"Desarrollo Personal, Familia, Mascotas",42-53
2865,No Binario,Mascotas,30-41
2866,Femenino,"Nutrición, Bienestar Mental",30-41
2867,Masculino,"Desarrollo Personal, Familia, Nutrición",42-53
2868,Femenino,"Mascotas, Salud",54-65
2869,Femenino,"Desarrollo Personal, Salud",30-41
2870,Prefiero no decir,"Mascotas, Deportes, Bienestar Mental",30-41
2871,Prefiero no decir,Salud,18-29
2872,Femenino,"Salud, Deportes, Bienestar Mental",30-41
2873,Prefiero no decir,Familia,18-29
2874,No Binario,"Desarrollo Personal, Nutrición",30-41
2875,No Binario,Bienestar Mental,18-29
2876,Femenino,"Bienestar Mental, Nutrición, Familia",54-65
2877,Femenino,Mascotas,18-29
2878,Masculino,"Familia, Mascotas, Bienestar Mental",18-29
2879,Prefiero no decir,"Familia, Salud, Bienestar Mental",30-41
2880,Femenino,"Bienestar Mental, Nutrición",42-53
2881,Femenino,"Salud, Deportes, Familia",30-41
2882,No Binario,"Mascotas, Familia",42-53
2883,Prefiero no decir,"Desarrollo Personal, Deportes",18-29
2884,Prefiero no decir,"Bienestar Mental, Deportes, Desarrollo Personal",30-41
2885,Masculino,"Mascotas, Salud, Nutrición",54-65
2886,Prefiero no decir,Salud,42-53
2887,Prefiero no decir,Deportes,42-53
2888,Masculino,"Deportes, Familia",30-41
2889,Masculino,"Salud, Deportes, Nutrición",54-65
2890,Prefiero no decir,Bienestar Mental,54-65
2891,Prefiero no decir,Mascotas,54-65
2892,Prefiero no decir,"Mascotas, Nutrición",42-53
2893,Masculino,"Nutrición, Bienestar Mental, Mascotas",54-65
2894,Femenino,Nutrición,54-65
2895,Femenino,"Familia, Nutrición",54-65
2896,Masculino,"Desarrollo Personal, Nutrición, Deportes",42-53
2897,No Binario,"Bienestar Mental, Desarrollo Personal",54-65
2898,Femenino,"Desarrollo Personal, Salud, Familia",54-65
2899,Femenino,Nutrición,54-65
2900,Femenino,Mascotas,30-41
2901,No Binario,"Salud, Mascotas, Deportes",54-65
2902,Prefiero no decir,"Salud, Deportes",30-41
2903,Prefiero no decir,Nutrición,30-41
2904,Masculino,"Mascotas, Nutrición",42-53
2905,Masculino,"Salud, Nutrición, Bienestar Mental",54-65
2906,Femenino,Salud,42-53
2907,Prefiero no decir,"Salud, Familia, Mascotas",18-29
2908,No Binario,"Bienestar Mental, Mascotas",54-65
2909,Prefiero no decir,"Familia, Mascotas, Bienestar Mental",54-65
2910,Masculino,"Bienestar Mental, Desarrollo Personal",54-65
2911,Prefiero no decir,"Nutrición, Desarrollo Personal, Salud",54-65
2912,Femenino,Deportes,30-41
2913,Prefiero no decir,"Salud, Familia",30-41
2914,Femenino,Bienestar Mental,54-65
2915,Femenino,"Deportes, Mascotas, Desarrollo Personal",30-41
2916,No Binario,"Bienestar Mental, Nutrición, Salud",30-41
2917,Masculino,Mascotas,42-53
2918,Masculino,"Mascotas, Desarrollo Personal",42-53
2919,Masculino,"Deportes, Desarrollo Personal, Nutrición",18-29
2920,Prefiero no decir,"Familia, Deportes, Bienestar Mental",42-53
2921,Femenino,Familia,54-65
2922,Femenino,Familia,42-53
2923,Femenino,Salud,30-41
2924,Masculino,Mascotas,42-53
2925,Femenino,"Familia, Deportes",54-65
2926,No Binario,"Salud, Nutrición",42-53
2927,Femenino,"Bienestar Mental, Desarrollo Personal",30-41
2928,Masculino,"Familia, Deportes, Mascotas",18-29
2929,Masculino,Bienestar Mental,54-65
2930,Masculino,Desarrollo Personal,42-53
2931,No Binario,Desarrollo Personal,54-65
2932,Masculino,Mascotas,42-53
2933,Prefiero no decir,"Nutrición, Desarrollo Personal",42-53
2934,Masculino,"Mascotas, Bienestar Mental, Nutrición",18-29
2935,No Binario,"Salud, Desarrollo Personal, Bienestar Mental",30-41
2936,Femenino,"Desarrollo Personal, Deportes, Salud",42-53
2937,Prefiero no decir,Mascotas,30-41
2938,Femenino,Desarrollo Personal,18-29
2939,Prefiero no decir,Bienestar Mental,42-53
2940,No Binario,"Mascotas, Desarrollo Personal, Salud",54-65
2941,Masculino,"Desarrollo Personal, Salud",30-41
2942,Masculino,"Nutrición, Desarrollo Personal",42-53
2943,No Binario,"Bienestar Mental, Desarrollo Personal, Familia",54-65
2944,Masculino,Bienestar Mental,42-53
2945,Femenino,"Desarrollo Personal, Salud",18-29
2946,Masculino,Mascotas,18-29
2947,Prefiero no decir,"Desarrollo Personal, Salud",42-53
2948,Masculino,Desarrollo Personal,18-29
2949,Prefiero no decir,"Salud, Nutrición",18-29
2950,Prefiero no decir,"Deportes, Nutrición, Bienestar Mental",18-29
2951,Femenino,"Mascotas, Nutrición",54-65
2952,Prefiero no decir,"Bienestar Mental, Mascotas, Nutrición",54-65
2953,Femenino,"Mascotas, Familia, Salud",42-53
2954,Prefiero no decir,"Deportes, Mascotas",18-29
2955,Femenino,"Salud, Mascotas",54-65
2956,Prefiero no decir,Desarrollo Personal,18-29
2957,Prefiero no decir,"Salud, Mascotas",42-53
2958,Masculino,"Bienestar Mental, Nutrición",30-41
2959,Femenino,"Bienestar Mental, Deportes",42-53
2960,Masculino,"Familia, Deportes, Nutrición",18-29
2961,No Binario,Familia,42-53
2962,No Binario,"Nutrición, Bienestar Mental, Deportes",30-41
2963,No Binario,"Nutrición, Salud, Mascotas",18-29
2964,No Binario,"Nutrición, Deportes",30-41
2965,Prefiero no decir,Deportes,18-29
2966,Prefiero no decir,Mascotas,42-53
2967,No Binario,"Mascotas, Nutrición",30-41
2968,Prefiero no decir,"Salud, Bienestar Mental, Deportes",54-65
2969,Prefiero no decir,"Deportes, Mascotas, Bienestar Mental",18-29
2970,Masculino,Salud,54-65
2971,Prefiero no decir,Salud,18-29
2972,Prefiero no decir,Nutrición,54-65
2973,Prefiero no decir,"Familia, Mascotas",54-65
2974,No Binario,"Deportes, Desarrollo Personal, Mascotas",18-29
2975,Femenino,"Mascotas, Desarrollo Personal, Bienestar Mental",54-65
2976,Prefiero no decir,"Bienestar Mental, Salud, Desarrollo Personal",30-41
2977,No Binario,Desarrollo Personal,42-53
2978,Masculino,"Deportes, Salud, Nutrición",18-29
2979,Femenino,"Nutrición, Bienestar Mental",18-29
2980,No Binario,"Mascotas, Bienestar Mental",30-41
2981,Femenino,"Deportes, Salud, Desarrollo Personal",30-41
2982,Masculino,Familia,18-29
2983,Masculino,"Bienestar Mental, Salud, Deportes",54-65
2984,Prefiero no decir,"Salud, Mascotas",30-41
2985,Masculino,"Mascotas, Familia",18-29
2986,Femenino,"Salud, Bienestar Mental, Familia",30-41
2987,Masculino,"Mascotas, Salud, Bienestar Mental",30-41
2988,Prefiero no decir,"Nutrición, Bienestar Mental, Mascotas",18-29
2989,Prefiero no decir,Bienestar Mental,18-29
2990,No Binario,Salud,30-41
2991,Masculino,"Salud, Bienestar Mental, Desarrollo Personal",54-65
2992,Prefiero no decir,"Salud, Deportes",18-29
2993,Masculino,Mascotas,30-41
2994,Femenino,"Deportes, Mascotas, Nutrición",54-65
2995,Prefiero no decir,Deportes,18-29
2996,Prefiero no decir,"Salud, Desarrollo Personal, Nutrición",54-65
2997,Masculino,"Salud, Deportes",30-41
2998,No Binario,"Familia, Nutrición",18-29
2999,Prefiero no decir,Deportes,18-29
3000,No Binario,Deportes,42-53
3001,No Binario,Desarrollo Personal,18-29
3002,Masculino,"Salud, Bienestar Mental, Desarrollo Personal",30-41
3003,Masculino,Mascotas,42-53
3004,No Binario,Bienestar Mental,18-29
3005,Prefiero no decir,"Desarrollo Personal, Familia",54-65
3006,Masculino,"Bienestar Mental, Nutrición, Deportes",30-41
3007,Masculino,"Familia, Bienestar Mental",18-29
3008,Masculino,"Deportes, Nutrición",42-53
3009,Femenino,"Desarrollo Personal, Deportes",42-53
3010,Masculino,"Bienestar Mental, Salud",30-41
3011,Femenino,"Familia, Desarrollo Personal, Deportes",30-41
3012,Prefiero no decir,"Desarrollo Personal, Familia",42-53
3013,Masculino,"Mascotas, Familia, Nutrición",30-41
3014,Femenino,Mascotas,42-53
3015,Prefiero no decir,"Mascotas, Familia",18-29
3016,Femenino,Bienestar Mental,18-29
3017,Femenino,"Bienestar Mental, Familia, Salud",54-65
3018,Femenino,Salud,42-53
3019,Prefiero no decir,Bienestar Mental,18-29
3020,No Binario,"Bienestar Mental, Nutrición, Desarrollo Personal",54-65
3021,Femenino,Mascotas,18-29
3022,Masculino,"Bienestar Mental, Nutrición, Familia",18-29
3023,Masculino,Mascotas,54-65
3024,Femenino,"Mascotas, Familia, Deportes",54-65
3025,Femenino,"Desarrollo Personal, Mascotas, Nutrición",42-53
3026,Femenino,Deportes,18-29
3027,Prefiero no decir,"Nutrición, Bienestar Mental",42-53
3028,No Binario,Mascotas,42-53
3029,Prefiero no decir,"Nutrición, Deportes, Mascotas",42-53
3030,Femenino,"Familia, Nutrición, Bienestar Mental",30-41
3031,Prefiero no decir,"Bienestar Mental, Desarrollo Personal",54-65
3032,Masculino,"Bienestar Mental, Nutrición, Mascotas",18-29
3033,No Binario,Salud,42-53
3034,No Binario,"Deportes, Desarrollo Personal",18-29
3035,Masculino,"Salud, Bienestar Mental, Nutrición",54-65
3036,Femenino,Bienestar Mental,54-65
3037,Femenino,"Bienestar Mental, Nutrición",42-53
3038,No Binario,Nutrición,18-29
3039,Masculino,Familia,54-65
3040,No Binario,"Nutrición, Familia, Salud",18-29
3041,Femenino,"Mascotas, Bienestar Mental, Desarrollo Personal",18-29
3042,Masculino,Mascotas,30-41
3043,No Binario,"Familia, Salud",42-53
3044,Masculino,Familia,18-29
3045,Femenino,"Salud, Deportes",30-41
3046,No Binario,"Familia, Nutrición, Mascotas",54-65
3047,Masculino,"Desarrollo Personal, Familia",54-65
3048,No Binario,"Nutrición, Desarrollo Personal, Salud",18-29
3049,Masculino,"Salud, Nutrición",54-65
3050,Femenino,"Salud, Deportes, Mascotas",54-65
3051,Femenino,"Salud, Nutrición, Familia",18-29
3052,Prefiero no decir,Nutrición,42-53
3053,Prefiero no decir,"Familia, Mascotas, Salud",42-53
3054,Femenino,Mascotas,42-53
3055,No Binario,"Familia, Nutrición, Bienestar Mental",54-65
3056,No Binario,"Salud, Deportes",42-53
3057,Masculino,"Nutrición, Bienestar Mental, Desarrollo Personal",42-53
3058,Femenino,"Deportes, Desarrollo Personal",18-29
3059,No Binario,"Familia, Nutrición, Mascotas",54-65
3060,Masculino,Deportes,54-65
3061,No Binario,Bienestar Mental,30-41
3062,Masculino,"Familia, Nutrición",18-29
3063,Prefiero no decir,Mascotas,18-29
3064,Femenino,"Nutrición, Salud",18-29
3065,No Binario,Desarrollo Personal,54-65
3066,No Binario,Mascotas,42-53
3067,Femenino,Familia,54-65
3068,Prefiero no decir,"Desarrollo Personal, Familia, Deportes",30-41
3069,Femenino,"Bienestar Mental, Desarrollo Personal",54-65
3070,Masculino,"Mascotas, Deportes",30-41
3071,Masculino,Nutrición,42-53
3072,Prefiero no decir,"Bienestar Mental, Desarrollo Personal, Familia",42-53
3073,Femenino,"Salud, Familia",42-53
3074,Prefiero no decir,"Familia, Salud, Deportes",54-65
3075,Masculino,"Bienestar Mental, Desarrollo Personal",54-65
3076,Femenino,"Desarrollo Personal, Familia",54-65
3077,Femenino,"Desarrollo Personal, Mascotas, Deportes",42-53
3078,Prefiero no decir,Deportes,30-41
3079,Femenino,Desarrollo Personal,30-41
3080,Masculino,Nutrición,42-53
3081,Prefiero no decir,Deportes,18-29
3082,No Binario,"Nutrición, Familia, Salud",30-41
3083,No Binario,"Nutrición, Bienestar Mental",54-65
3084,No Binario,Bienestar Mental,42-53
3085,Femenino,"Bienestar Mental, Deportes",30-41
3086,Femenino,Mascotas,42-53
3087,Femenino,"Nutrición, Salud",54-65
3088,Masculino,"Salud, Mascotas, Deportes",30-41
3089,Femenino,Mascotas,30-41
3090,Femenino,"Bienestar Mental, Salud",30-41
3091,Masculino,Bienestar Mental,42-53
3092,Masculino,"Salud, Mascotas",18-29
3093,Prefiero no decir,"Salud, Nutrición, Bienestar Mental",18-29
3094,No Binario,"Bienestar Mental, Familia",30-41
3095,No Binario,"Deportes, Nutrición, Mascotas",18-29
3096,Prefiero no decir,"Bienestar Mental, Mascotas",54-65
3097,No Binario,Deportes,42-53
3098,No Binario,Salud,18-29
3099,Prefiero no decir,Mascotas,42-53
3100,Femenino,"Familia, Desarrollo Personal",30-41
3101,No Binario,"Mascotas, Deportes, Nutrición",18-29
3102,Prefiero no decir,Familia,42-53
3103,Masculino,Salud,30-41
3104,No Binario,"Familia, Desarrollo Personal, Nutrición",30-41
3105,Prefiero no decir,"Nutrición, Familia",30-41
3106,Masculino,Nutrición,18-29
3107,Masculino,"Familia, Deportes, Mascotas",30-41
3108,Prefiero no decir,"Salud, Bienestar Mental, Nutrición",30-41
3109,No Binario,"Nutrición, Familia",30-41
3110,Femenino,"Salud, Bienestar Mental, Deportes",30-41
3111,Prefiero no decir,"Nutrición, Salud, Mascotas",30-41
3112,Masculino,"Familia, Deportes, Nutrición",54-65
3113,Femenino,Nutrición,18-29
3114,Prefiero no decir,"Desarrollo Personal, Deportes",30-41
3115,Femenino,"Salud, Mascotas, Familia",18-29
3116,Prefiero no decir,"Mascotas, Nutrición, Desarrollo Personal",30-41
3117,Prefiero no decir,"Familia, Deportes",42-53
3118,Prefiero no decir,"Bienestar Mental, Mascotas, Deportes",42-53
3119,Masculino,"Mascotas, Deportes",30-41
3120,No Binario,Bienestar Mental,42-53
3121,No Binario,"Deportes, Desarrollo Personal",30-41
3122,No Binario,"Familia, Salud, Bienestar Mental",30-41
3123,Prefiero no decir,"Deportes, Mascotas",54-65
3124,No Binario,"Deportes, Desarrollo Personal, Nutrición",54-65
3125,No Binario,"Mascotas, Salud, Deportes",42-53
3126,No Binario,Bienestar Mental,18-29
3127,No Binario,"Nutrición, Desarrollo Personal",42-53
3128,Femenino,"Salud, Familia, Deportes",30-41
3129,No Binario,Nutrición,18-29
3130,Femenino,"Nutrición, Familia",30-41
3131,Prefiero no decir,"Salud, Nutrición",42-53
3132,Prefiero no decir,"Desarrollo Personal, Mascotas, Familia",54-65
3133,Prefiero no decir,Bienestar Mental,30-41
3134,Prefiero no decir,"Salud, Bienestar Mental",42-53
3135,Femenino,"Deportes, Nutrición, Desarrollo Personal",18-29
3136,Femenino,"Salud, Deportes, Mascotas",42-53
3137,Prefiero no decir,"Familia, Nutrición",54-65
3138,Masculino,"Deportes, Mascotas",30-41
3139,Masculino,"Bienestar Mental, Deportes",18-29
3140,Prefiero no decir,"Salud, Mascotas, Bienestar Mental",42-53
3141,Femenino,"Deportes, Nutrición, Salud",30-41
3142,Masculino,"Desarrollo Personal, Familia",18-29
3143,Prefiero no decir,"Mascotas, Bienestar Mental",42-53
3144,No Binario,Nutrición,42-53
3145,Masculino,"Bienestar Mental, Salud",18-29
3146,Femenino,"Deportes, Bienestar Mental",30-41
3147,Masculino,"Bienestar Mental, Deportes, Nutrición",42-53
3148,No Binario,"Deportes, Nutrición, Desarrollo Personal",18-29
3149,Femenino,Desarrollo Personal,54-65
3150,Femenino,"Salud, Familia",18-29
3151,Prefiero no decir,"Deportes, Desarrollo Personal",30-41
3152,Femenino,"Mascotas, Desarrollo Personal, Bienestar Mental",42-53
3153,Prefiero no decir,"Familia, Desarrollo Personal",30-41
3154,Masculino,Deportes,30-41
3155,Prefiero no decir,Desarrollo Personal,54-65
3156,Femenino,Desarrollo Personal,54-65
3157,Prefiero no decir,"Nutrición, Salud",18-29
3158,Prefiero no decir,Familia,18-29
3159,Masculino,"Nutrición, Bienestar Mental",54-65
3160,Masculino,"Bienestar Mental, Mascotas, Desarrollo Personal",42-53
3161,Prefiero no decir,"Nutrición, Bienestar Mental, Deportes",54-65
3162,No Binario,Deportes,42-53
3163,No Binario,"Deportes, Desarrollo Personal, Bienestar Mental",54-65
3164,No Binario,Salud,54-65
3165,Femenino,Mascotas,18-29
3166,Femenino,"Mascotas, Salud, Desarrollo Personal",42-53
3167,No Binario,Familia,54-65
3168,Prefiero no decir,"Bienestar Mental, Familia, Nutrición",18-29
3169,Femenino,"Desarrollo Personal, Nutrición, Salud",18-29
3170,No Binario,Bienestar Mental,30-41
3171,Femenino,Mascotas,18-29
3172,Femenino,Bienestar Mental,30-41
3173,Masculino,"Nutrición, Mascotas, Desarrollo Personal",54-65
3174,No Binario,"Bienestar Mental, Mascotas, Salud",18-29
3175,Femenino,Nutrición,18-29
3176,Prefiero no decir,"Salud, Deportes",30-41
3177,No Binario,Bienestar Mental,42-53
3178,Femenino,"Bienestar Mental, Nutrición, Familia",42-53
3179,Masculino,"Bienestar Mental, Familia, Desarrollo Personal",30-41
3180,Femenino,Desarrollo Personal,18-29
3181,No Binario,"Familia, Mascotas, Bienestar Mental",18-29
3182,Femenino,"Salud, Bienestar Mental",30-41
3183,Femenino,Desarrollo Personal,42-53
3184,Femenino,Familia,18-29
3185,Femenino,Familia,54-65
3186,No Binario,"Nutrición, Familia",30-41
